PeakID (cmd=annotatePeaks.pl consensus_peaks.mLb.clN.bed Bomo_genome_assembly_chr.fa -gid -gtf Bomo_gene_models_chr.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_6397	chr13	6158911	6159864	+	0		exon (KWMTBOMO07747, exon 1 of 2)	-exon (KWMTBOMO07747, exon 1 of 2)	268	KWMTBOMO07747	KWMTBOMO07747	KWMTBOMO07747.mrna1						
Interval_9008	chr14	13056835	13057322	+	0		Intergenic	Intergenic	-13614	KWMTBOMO08556	KWMTBOMO08556	KWMTBOMO08556.mrna1						
Interval_10620	chr15	13883274	13884960	+	0		intron (KWMTBOMO09240, intron 2 of 7)	-intron (KWMTBOMO09240, intron 2 of 7)	2540	KWMTBOMO09240	KWMTBOMO09240	KWMTBOMO09240.mrna1						
Interval_2462	chr11	1687127	1688533	+	0		Intergenic	Intergenic	-2091	KWMTBOMO06163	KWMTBOMO06163	KWMTBOMO06163.mrna1						
Interval_21511	chr22	1417496	1418544	+	0		Intergenic	Intergenic	-3582	KWMTBOMO12839	KWMTBOMO12839	KWMTBOMO12839.mrna1						
Interval_32766	chr3	12976043	12977375	+	0		promoter-TSS (KWMTBOMO01533)	-promoter-TSS (KWMTBOMO01533)	-280	KWMTBOMO01533	KWMTBOMO01533	KWMTBOMO01533.mrna1						
Interval_38772	chr7	833741	834302	+	0		intron (KWMTBOMO03755, intron 1 of 2)	-intron (KWMTBOMO03755, intron 1 of 2)	167	KWMTBOMO03755	KWMTBOMO03755	KWMTBOMO03755.mrna1						
Interval_12978	chr17	4051688	4052615	+	0		intron (KWMTBOMO10184, intron 1 of 9)	-intron (KWMTBOMO10184, intron 1 of 9)	6708	KWMTBOMO10184	KWMTBOMO10184	KWMTBOMO10184.mrna1						
Interval_4526	chr12	4643006	4643887	+	0		promoter-TSS (KWMTBOMO07103)	-promoter-TSS (KWMTBOMO07103)	-65	KWMTBOMO07103	KWMTBOMO07103	KWMTBOMO07103.mrna1						
Interval_35581	chr5	4284813	4285325	+	0		Intergenic	Intergenic	49798	KWMTBOMO02513	KWMTBOMO02513	KWMTBOMO02513.mrna1						
Interval_4129	chr12	597779	598985	+	0		promoter-TSS (KWMTBOMO06963)	-promoter-TSS (KWMTBOMO06963)	-514	KWMTBOMO06963	KWMTBOMO06963	KWMTBOMO06963.mrna1						
Interval_33913	chr4	7430674	7431612	+	0		promoter-TSS (KWMTBOMO01891)	-promoter-TSS (KWMTBOMO01891)	-605	KWMTBOMO01891	KWMTBOMO01891	KWMTBOMO01891.mrna1						
Interval_23312	chr23	1266078	1267008	+	0		promoter-TSS (KWMTBOMO13549)	-promoter-TSS (KWMTBOMO13549)	-351	KWMTBOMO13549	KWMTBOMO13549	KWMTBOMO13549.mrna1						
Interval_3281	chr11	11492909	11493475	+	0		Intergenic	Intergenic	19190	KWMTBOMO06606	KWMTBOMO06606	KWMTBOMO06606.mrna1						
Interval_17389	chr19	13727370	13728263	+	0		Intergenic	Intergenic	59454	KWMTBOMO11757	KWMTBOMO11757	KWMTBOMO11757.mrna1						
Interval_28846	chr26	11256114	11256746	+	0		promoter-TSS (KWMTBOMO15839)	-promoter-TSS (KWMTBOMO15839)	67	KWMTBOMO15839	KWMTBOMO15839	KWMTBOMO15839.mrna1						
Interval_11395	chr16	2662649	2663274	+	0		promoter-TSS (KWMTBOMO09502)	-promoter-TSS (KWMTBOMO09502)	-24	KWMTBOMO09502	KWMTBOMO09502	KWMTBOMO09502.mrna1						
Interval_36754	chr5	14526960	14527954	+	0		promoter-TSS (KWMTBOMO02965)	-promoter-TSS (KWMTBOMO02965)	-118	KWMTBOMO02965	KWMTBOMO02965	KWMTBOMO02965.mrna1						
Interval_3550	chr11	14393073	14393724	+	0		promoter-TSS (KWMTBOMO06760)	-promoter-TSS (KWMTBOMO06760)	-57	KWMTBOMO06760	KWMTBOMO06760	KWMTBOMO06760.mrna1						
Interval_35332	chr5	2555376	2556253	+	0		promoter-TSS (KWMTBOMO02454)	-promoter-TSS (KWMTBOMO02454)	-287	KWMTBOMO02454	KWMTBOMO02454	KWMTBOMO02454.mrna1						
Interval_14884	chr18	6984374	6985030	+	0		Intergenic	Intergenic	25798	KWMTBOMO10918	KWMTBOMO10918	KWMTBOMO10918.mrna1						
Interval_9488	chr15	3875359	3876297	+	0		Intergenic	Intergenic	-18751	KWMTBOMO08738	KWMTBOMO08738	KWMTBOMO08738.mrna1						
Interval_31703	chr3	3977189	3977623	+	0		exon (KWMTBOMO01179, exon 2 of 2)	-exon (KWMTBOMO01179, exon 2 of 2)	8073	KWMTBOMO01179	KWMTBOMO01179	KWMTBOMO01179.mrna1						
Interval_22029	chr22	6610705	6611833	+	0		promoter-TSS (KWMTBOMO13022)	-promoter-TSS (KWMTBOMO13022)	-40	KWMTBOMO13022	KWMTBOMO13022	KWMTBOMO13022.mrna1						
Interval_9858	chr15	7248361	7248922	+	0		Intergenic	Intergenic	-21326	KWMTBOMO08885	KWMTBOMO08885	KWMTBOMO08885.mrna1						
Interval_39545	chr7	8147082	8148283	+	0		intron (KWMTBOMO04006, intron 4 of 7)	-intron (KWMTBOMO04006, intron 4 of 7)	9808	KWMTBOMO04006	KWMTBOMO04006	KWMTBOMO04006.mrna1						
Interval_25916	chr24	10565786	10566224	+	0		promoter-TSS (KWMTBOMO14572)	-promoter-TSS (KWMTBOMO14572)	-47	KWMTBOMO14572	KWMTBOMO14572	KWMTBOMO14572.mrna1						
Interval_7470	chr13	17658668	17660332	+	0		intron (KWMTBOMO08147, intron 2 of 4)	-intron (KWMTBOMO08147, intron 2 of 4)	1900	KWMTBOMO08147	KWMTBOMO08147	KWMTBOMO08147.mrna1						
Interval_3721	chr11	16257965	16258389	+	0		promoter-TSS (KWMTBOMO06828)	-promoter-TSS (KWMTBOMO06828)	35	KWMTBOMO06828	KWMTBOMO06828	KWMTBOMO06828.mrna1						
Interval_957	chr10	6135864	6136794	+	0		promoter-TSS (KWMTBOMO05605)	-promoter-TSS (KWMTBOMO05605)	-116	KWMTBOMO05605	KWMTBOMO05605	KWMTBOMO05605.mrna1						
Interval_30415	chr28	1122603	1123352	+	0		promoter-TSS (KWMTBOMO16196)	-promoter-TSS (KWMTBOMO16196)	20	KWMTBOMO16196	KWMTBOMO16196	KWMTBOMO16196.mrna1						
Interval_1621	chr10	11634809	11635611	+	0		Intergenic	Intergenic	25482	KWMTBOMO05836	KWMTBOMO05836	KWMTBOMO05836.mrna1						
Interval_7739	chr14	2484546	2485129	+	0		promoter-TSS (KWMTBOMO08239)	-promoter-TSS (KWMTBOMO08239)	93	KWMTBOMO08239	KWMTBOMO08239	KWMTBOMO08239.mrna1						
Interval_16413	chr19	4550931	4551829	+	0		promoter-TSS (KWMTBOMO11387)	-promoter-TSS (KWMTBOMO11387)	-114	KWMTBOMO11387	KWMTBOMO11387	KWMTBOMO11387.mrna1						
Interval_26227	chr24	14994819	14995745	+	0		promoter-TSS (KWMTBOMO14781)	-promoter-TSS (KWMTBOMO14781)	-225	KWMTBOMO14781	KWMTBOMO14781	KWMTBOMO14781.mrna1						
Interval_39640	chr7	9096520	9097136	+	0		promoter-TSS (KWMTBOMO04022)	-promoter-TSS (KWMTBOMO04022)	-163	KWMTBOMO04022	KWMTBOMO04022	KWMTBOMO04022.mrna1						
Interval_1489	chr10	10220144	10220825	+	0		intron (KWMTBOMO05794, intron 1 of 7)	-intron (KWMTBOMO05794, intron 1 of 7)	108	KWMTBOMO05794	KWMTBOMO05794	KWMTBOMO05794.mrna1						
Interval_43347	chr9	10934285	10935462	+	0		intron (KWMTBOMO05206, intron 6 of 10)	-intron (KWMTBOMO05206, intron 6 of 10)	-4582	KWMTBOMO05207	KWMTBOMO05207	KWMTBOMO05207.mrna1						
Interval_13772	chr17	12018998	12019803	+	0		Intergenic	Intergenic	-10004	KWMTBOMO10474	KWMTBOMO10474	KWMTBOMO10474.mrna1						
Interval_42111	chr9	519357	520617	+	0		Intergenic	Intergenic	-19192	KWMTBOMO04865	KWMTBOMO04865	KWMTBOMO04865.mrna1						
Interval_35416	chr5	3380307	3381118	+	0		promoter-TSS (KWMTBOMO02490)	-promoter-TSS (KWMTBOMO02490)	-101	KWMTBOMO02490	KWMTBOMO02490	KWMTBOMO02490.mrna1						
Interval_20056	chr21	2911425	2912681	+	0		Intergenic	Intergenic	-2455	KWMTBOMO12415	KWMTBOMO12415	KWMTBOMO12415.mrna1						
Interval_17510	chr2	11013	11572	+	0		Intergenic	Intergenic	7196	KWMTBOMO00667	KWMTBOMO00667	KWMTBOMO00667.mrna1						
Interval_35950	chr5	7322723	7323740	+	0		Intergenic	Intergenic	35896	KWMTBOMO02620	KWMTBOMO02620	KWMTBOMO02620.mrna1						
Interval_9044	chr14	13267826	13269058	+	0		promoter-TSS (KWMTBOMO08563)	-promoter-TSS (KWMTBOMO08563)	-223	KWMTBOMO08564	KWMTBOMO08564	KWMTBOMO08564.mrna1						
Interval_4990	chr12	8981505	8982040	+	0		promoter-TSS (KWMTBOMO07244)	-promoter-TSS (KWMTBOMO07244)	-78	KWMTBOMO07244	KWMTBOMO07244	KWMTBOMO07244.mrna1						
Interval_16154	chr19	2200915	2202321	+	0		promoter-TSS (KWMTBOMO11269)	-promoter-TSS (KWMTBOMO11269)	-252	KWMTBOMO11269	KWMTBOMO11269	KWMTBOMO11269.mrna1						
Interval_40917	chr8	6755296	6756198	+	0		Intergenic	Intergenic	11474	KWMTBOMO04442	KWMTBOMO04442	KWMTBOMO04442.mrna1						
Interval_37510	chr6	3276014	3276944	+	0		Intergenic	Intergenic	-15524	KWMTBOMO03284	KWMTBOMO03284	KWMTBOMO03284.mrna1						
Interval_7129	chr13	13542044	13542426	+	0		promoter-TSS (KWMTBOMO08040)	-promoter-TSS (KWMTBOMO08040)	-420	KWMTBOMO08040	KWMTBOMO08040	KWMTBOMO08040.mrna1						
Interval_42778	chr9	5708316	5709386	+	0		Intergenic	Intergenic	-6637	KWMTBOMO05019	KWMTBOMO05019	KWMTBOMO05019.mrna1						
Interval_33394	chr4	2723446	2723945	+	0		Intergenic	Intergenic	-85918	KWMTBOMO01730	KWMTBOMO01730	KWMTBOMO01730.mrna1						
Interval_25127	chr23	21115311	21115956	+	0		promoter-TSS (KWMTBOMO14232)	-promoter-TSS (KWMTBOMO14232)	-92	KWMTBOMO14232	KWMTBOMO14232	KWMTBOMO14232.mrna1						
Interval_42150	chr9	761819	762884	+	0		Intergenic	Intergenic	-3915	KWMTBOMO04879	KWMTBOMO04879	KWMTBOMO04879.mrna1						
Interval_34414	chr4	12395785	12396163	+	0		intron (KWMTBOMO02113, intron 4 of 4)	-intron (KWMTBOMO02113, intron 4 of 4)	-3009	KWMTBOMO02114	KWMTBOMO02114	KWMTBOMO02114.mrna1						
Interval_22745	chr22	14619119	14621495	+	0		Intergenic	Intergenic	13317	KWMTBOMO13349	KWMTBOMO13349	KWMTBOMO13349.mrna1						
Interval_16340	chr19	3943600	3944181	+	0		promoter-TSS (KWMTBOMO11350)	-promoter-TSS (KWMTBOMO11350)	-217	KWMTBOMO11350	KWMTBOMO11350	KWMTBOMO11350.mrna1						
Interval_20792	chr21	9441303	9442332	+	0		intron (KWMTBOMO12620, intron 4 of 16)	-intron (KWMTBOMO12620, intron 4 of 16)	19436	KWMTBOMO12620	KWMTBOMO12620	KWMTBOMO12620.mrna1						
Interval_11760	chr16	6365578	6366149	+	0		promoter-TSS (KWMTBOMO09656)	-promoter-TSS (KWMTBOMO09656)	96	KWMTBOMO09656	KWMTBOMO09656	KWMTBOMO09656.mrna1						
Interval_24000	chr23	8869252	8869803	+	0		promoter-TSS (KWMTBOMO13771)	-promoter-TSS (KWMTBOMO13771)	84	KWMTBOMO13771	KWMTBOMO13771	KWMTBOMO13771.mrna1						
Interval_5773	chr13	45651	46746	+	0		Intergenic	Intergenic	-6833	KWMTBOMO07568	KWMTBOMO07568	KWMTBOMO07568.mrna1						
Interval_6380	chr13	5780540	5780952	+	0		Intergenic	Intergenic	29492	KWMTBOMO07738	KWMTBOMO07738	KWMTBOMO07738.mrna1						
Interval_3210	chr11	10830135	10830740	+	0		promoter-TSS (KWMTBOMO06576)	-promoter-TSS (KWMTBOMO06576)	-195	KWMTBOMO06577	KWMTBOMO06577	KWMTBOMO06577.mrna1						
Interval_16731	chr19	7544711	7545427	+	0		TTS (KWMTBOMO11513)	-TTS (KWMTBOMO11513)	-3695	KWMTBOMO11512	KWMTBOMO11512	KWMTBOMO11512.mrna1						
Interval_6278	chr13	5208933	5210392	+	0		promoter-TSS (KWMTBOMO07719)	-promoter-TSS (KWMTBOMO07719)	-377	KWMTBOMO07719	KWMTBOMO07719	KWMTBOMO07719.mrna1						
Interval_1213	chr10	8164025	8165485	+	0		promoter-TSS (KWMTBOMO05683)	-promoter-TSS (KWMTBOMO05683)	-667	KWMTBOMO05683	KWMTBOMO05683	KWMTBOMO05683.mrna1						
Interval_20754	chr21	9162139	9162896	+	0		intron (KWMTBOMO12604, intron 1 of 16)	-intron (KWMTBOMO12604, intron 1 of 16)	4467	KWMTBOMO12604	KWMTBOMO12604	KWMTBOMO12604.mrna1						
Interval_14536	chr18	3233322	3233868	+	0		Intergenic	Intergenic	10557	KWMTBOMO10798	KWMTBOMO10798	KWMTBOMO10798.mrna1						
Interval_39961	chr7	12053162	12054015	+	0		intron (KWMTBOMO04135, intron 1 of 1)	-intron (KWMTBOMO04135, intron 1 of 1)	960	KWMTBOMO04135	KWMTBOMO04135	KWMTBOMO04135.mrna1						
Interval_12301	chr16	11530077	11531793	+	0		promoter-TSS (KWMTBOMO09900)	-promoter-TSS (KWMTBOMO09900)	-292	KWMTBOMO09900	KWMTBOMO09900	KWMTBOMO09900.mrna1						
Interval_32342	chr3	9208286	9208736	+	0		intron (KWMTBOMO01370, intron 2 of 7)	-intron (KWMTBOMO01370, intron 2 of 7)	1290	KWMTBOMO01370	KWMTBOMO01370	KWMTBOMO01370.mrna1						
Interval_41835	chr8	14494180	14494987	+	0		exon (KWMTBOMO04769, exon 1 of 8)	-exon (KWMTBOMO04769, exon 1 of 8)	169	KWMTBOMO04769	KWMTBOMO04769	KWMTBOMO04769.mrna1						
Interval_30759	chr28	5479626	5480126	+	0		Intergenic	Intergenic	8562	KWMTBOMO16328	KWMTBOMO16328	KWMTBOMO16328.mrna1						
Interval_27005	chr25	5298426	5299177	+	0		promoter-TSS (KWMTBOMO15107)	-promoter-TSS (KWMTBOMO15107)	-70	KWMTBOMO15107	KWMTBOMO15107	KWMTBOMO15107.mrna1						
Interval_32450	chr3	10357025	10357629	+	0		exon (KWMTBOMO01416, exon 1 of 1)	-exon (KWMTBOMO01416, exon 1 of 1)	836	KWMTBOMO01416	KWMTBOMO01416	KWMTBOMO01416.mrna1						
Interval_22749	chr22	14642554	14643221	+	0		Intergenic	Intergenic	-4123	KWMTBOMO13350	KWMTBOMO13350	KWMTBOMO13350.mrna1						
Interval_14773	chr18	5935881	5936358	+	0		exon (KWMTBOMO10877, exon 3 of 3)	-exon (KWMTBOMO10877, exon 3 of 3)	4291	KWMTBOMO10877	KWMTBOMO10877	KWMTBOMO10877.mrna1						
Interval_3090	chr11	9792008	9793098	+	0		promoter-TSS (KWMTBOMO06525)	-promoter-TSS (KWMTBOMO06525)	166	KWMTBOMO06524	KWMTBOMO06524	KWMTBOMO06524.mrna1						
Interval_31579	chr3	2897636	2898313	+	0		promoter-TSS (KWMTBOMO01131)	-promoter-TSS (KWMTBOMO01131)	-188	KWMTBOMO01131	KWMTBOMO01131	KWMTBOMO01131.mrna1						
Interval_18509	chr20	471553	472145	+	0		intron (KWMTBOMO11806, intron 1 of 18)	-intron (KWMTBOMO11806, intron 1 of 18)	29194	KWMTBOMO11806	KWMTBOMO11806	KWMTBOMO11806.mrna1						
Interval_40416	chr8	2077542	2079303	+	0		intron (KWMTBOMO04299, intron 1 of 9)	-intron (KWMTBOMO04299, intron 1 of 9)	427	KWMTBOMO04299	KWMTBOMO04299	KWMTBOMO04299.mrna1						
Interval_28206	chr26	4176683	4177073	+	0		Intergenic	Intergenic	-40141	KWMTBOMO15615	KWMTBOMO15615	KWMTBOMO15615.mrna1						
Interval_9121	chr15	520791	521486	+	0		promoter-TSS (KWMTBOMO08590)	-promoter-TSS (KWMTBOMO08590)	-141	KWMTBOMO08590	KWMTBOMO08590	KWMTBOMO08590.mrna1						
Interval_15425	chr18	11197003	11197526	+	0		intron (KWMTBOMO11052, intron 1 of 3)	-intron (KWMTBOMO11052, intron 1 of 3)	188	KWMTBOMO11052	KWMTBOMO11052	KWMTBOMO11052.mrna1						
Interval_9245	chr15	1509658	1510521	+	0		promoter-TSS (KWMTBOMO08640)	-promoter-TSS (KWMTBOMO08640)	-377	KWMTBOMO08640	KWMTBOMO08640	KWMTBOMO08640.mrna1						
Interval_6848	chr13	10351558	10352427	+	0		Intergenic	Intergenic	-25256	KWMTBOMO07931	KWMTBOMO07931	KWMTBOMO07931.mrna1						
Interval_11557	chr16	4224787	4225158	+	0		intron (KWMTBOMO09562, intron 5 of 7)	-intron (KWMTBOMO09562, intron 5 of 7)	14536	KWMTBOMO09561	KWMTBOMO09561	KWMTBOMO09561.mrna1						
Interval_39170	chr7	4978119	4978947	+	0		promoter-TSS (KWMTBOMO03860)	-promoter-TSS (KWMTBOMO03860)	52	KWMTBOMO03860	KWMTBOMO03860	KWMTBOMO03860.mrna1						
Interval_24545	chr23	14667774	14668505	+	0		intron (KWMTBOMO13955, intron 8 of 9)	-intron (KWMTBOMO13955, intron 8 of 9)	7391	KWMTBOMO13955	KWMTBOMO13955	KWMTBOMO13955.mrna1						
Interval_30867	chr28	7404822	7405710	+	0		Intergenic	Intergenic	-25204	KWMTBOMO16369	KWMTBOMO16369	KWMTBOMO16369.mrna1						
Interval_9435	chr15	3569688	3570571	+	0		Intergenic	Intergenic	-2665	KWMTBOMO08726	KWMTBOMO08726	KWMTBOMO08726.mrna1						
Interval_11005	chr16	19477	19979	+	0		Intergenic	Intergenic	21107	KWMTBOMO09373	KWMTBOMO09373	KWMTBOMO09373.mrna1						
Interval_36192	chr5	9439695	9440460	+	0		promoter-TSS (KWMTBOMO02711)	-promoter-TSS (KWMTBOMO02711)	-134	KWMTBOMO02711	KWMTBOMO02711	KWMTBOMO02711.mrna1						
Interval_27024	chr25	5519009	5519897	+	0		promoter-TSS (KWMTBOMO15124)	-promoter-TSS (KWMTBOMO15124)	-12	KWMTBOMO15124	KWMTBOMO15124	KWMTBOMO15124.mrna1						
Interval_33739	chr4	5856104	5856855	+	0		promoter-TSS (KWMTBOMO01831)	-promoter-TSS (KWMTBOMO01831)	73	KWMTBOMO01831	KWMTBOMO01831	KWMTBOMO01831.mrna1						
Interval_29763	chr27	7347314	7347954	+	0		Intergenic	Intergenic	21790	KWMTBOMO16043	KWMTBOMO16043	KWMTBOMO16043.mrna1						
Interval_1946	chr10	14337250	14337947	+	0		Intergenic	Intergenic	-1373	KWMTBOMO05914	KWMTBOMO05914	KWMTBOMO05914.mrna1						
Interval_38843	chr7	1376376	1377596	+	0		Intergenic	Intergenic	-4492	KWMTBOMO03770	KWMTBOMO03770	KWMTBOMO03770.mrna1						
Interval_9756	chr15	6296256	6297053	+	0		promoter-TSS (KWMTBOMO08843)	-promoter-TSS (KWMTBOMO08843)	-104	KWMTBOMO08843	KWMTBOMO08843	KWMTBOMO08843.mrna1						
Interval_25375	chr24	2109815	2110924	+	0		intron (KWMTBOMO14326, intron 1 of 11)	-intron (KWMTBOMO14326, intron 1 of 11)	134	KWMTBOMO14326	KWMTBOMO14326	KWMTBOMO14326.mrna1						
Interval_16649	chr19	6753744	6754482	+	0		promoter-TSS (KWMTBOMO11485)	-promoter-TSS (KWMTBOMO11485)	-17	KWMTBOMO11485	KWMTBOMO11485	KWMTBOMO11485.mrna1						
Interval_1446	chr10	9942055	9943029	+	0		intron (KWMTBOMO05785, intron 3 of 15)	-intron (KWMTBOMO05785, intron 3 of 15)	18953	KWMTBOMO05785	KWMTBOMO05785	KWMTBOMO05785.mrna1						
Interval_27316	chr25	8297854	8298706	+	0		promoter-TSS (KWMTBOMO15275)	-promoter-TSS (KWMTBOMO15275)	27	KWMTBOMO15275	KWMTBOMO15275	KWMTBOMO15275.mrna1						
Interval_12487	chr16	13237512	13239029	+	0		Intergenic	Intergenic	3383	KWMTBOMO09971	KWMTBOMO09971	KWMTBOMO09971.mrna1						
Interval_38045	chr6	9633872	9634183	+	0		Intergenic	Intergenic	18970	KWMTBOMO03493	KWMTBOMO03493	KWMTBOMO03493.mrna1						
Interval_22817	chr22	15258903	15259686	+	0		promoter-TSS (KWMTBOMO13366)	-promoter-TSS (KWMTBOMO13366)	85	KWMTBOMO13366	KWMTBOMO13366	KWMTBOMO13366.mrna1						
Interval_31616	chr3	3175130	3176023	+	0		TTS (KWMTBOMO01137)	-TTS (KWMTBOMO01137)	3594	KWMTBOMO01137	KWMTBOMO01137	KWMTBOMO01137.mrna1						
Interval_10306	chr15	11092040	11092823	+	0		promoter-TSS (KWMTBOMO09090)	-promoter-TSS (KWMTBOMO09090)	2	KWMTBOMO09090	KWMTBOMO09090	KWMTBOMO09090.mrna1						
Interval_28693	chr26	9774730	9775133	+	0		Intergenic	Intergenic	-1585	KWMTBOMO15778	KWMTBOMO15778	KWMTBOMO15778.mrna1						
Interval_33410	chr4	2821835	2823467	+	0		Intergenic	Intergenic	13038	KWMTBOMO01730	KWMTBOMO01730	KWMTBOMO01730.mrna1						
Interval_20954	chr21	11094885	11095706	+	0		intron (KWMTBOMO12666, intron 12 of 15)	-intron (KWMTBOMO12666, intron 12 of 15)	35262	KWMTBOMO12666	KWMTBOMO12666	KWMTBOMO12666.mrna1						
Interval_40332	chr8	1383426	1384037	+	0		promoter-TSS (KWMTBOMO04266)	-promoter-TSS (KWMTBOMO04266)	91	KWMTBOMO04266	KWMTBOMO04266	KWMTBOMO04266.mrna1						
Interval_9950	chr15	8205143	8207121	+	0		Intergenic	Intergenic	10838	KWMTBOMO08919	KWMTBOMO08919	KWMTBOMO08919.mrna1						
Interval_8435	chr14	8072830	8073575	+	0		promoter-TSS (KWMTBOMO08406)	-promoter-TSS (KWMTBOMO08406)	-319	KWMTBOMO08406	KWMTBOMO08406	KWMTBOMO08406.mrna1						
Interval_8091	chr14	5758876	5760215	+	0		TTS (KWMTBOMO08332)	-TTS (KWMTBOMO08332)	5577	KWMTBOMO08332	KWMTBOMO08332	KWMTBOMO08332.mrna1						
Interval_22274	chr22	8994995	8997469	+	0		Intergenic	Intergenic	-8779	KWMTBOMO13134	KWMTBOMO13134	KWMTBOMO13134.mrna1						
Interval_41222	chr8	9543720	9544434	+	0		Intergenic	Intergenic	36439	KWMTBOMO04549	KWMTBOMO04549	KWMTBOMO04549.mrna1						
Interval_5158	chr12	10641509	10642810	+	0		promoter-TSS (KWMTBOMO07324)	-promoter-TSS (KWMTBOMO07324)	-138	KWMTBOMO07324	KWMTBOMO07324	KWMTBOMO07324.mrna1						
Interval_2560	chr11	2877344	2878634	+	0		promoter-TSS (KWMTBOMO06226)	-promoter-TSS (KWMTBOMO06226)	-237	KWMTBOMO06226	KWMTBOMO06226	KWMTBOMO06226.mrna1						
Interval_36217	chr5	9637398	9638398	+	0		promoter-TSS (KWMTBOMO02726)	-promoter-TSS (KWMTBOMO02726)	-263	KWMTBOMO02727	KWMTBOMO02727	KWMTBOMO02727.mrna1						
Interval_17097	chr19	10583736	10585036	+	0		Intergenic	Intergenic	54071	KWMTBOMO11649	KWMTBOMO11649	KWMTBOMO11649.mrna1						
Interval_20763	chr21	9214883	9216749	+	0		promoter-TSS (KWMTBOMO12607)	-promoter-TSS (KWMTBOMO12607)	-314	KWMTBOMO12607	KWMTBOMO12607	KWMTBOMO12607.mrna1						
Interval_8629	chr14	9514957	9516199	+	0		intron (KWMTBOMO08451, intron 7 of 7)	-intron (KWMTBOMO08451, intron 7 of 7)	5808	KWMTBOMO08451	KWMTBOMO08451	KWMTBOMO08451.mrna1						
Interval_533	chr10	2100966	2101836	+	0		Intergenic	Intergenic	-27572	KWMTBOMO05433	KWMTBOMO05433	KWMTBOMO05433.mrna1						
Interval_41091	chr8	8627827	8628888	+	0		exon (KWMTBOMO04518, exon 1 of 5)	-exon (KWMTBOMO04518, exon 1 of 5)	170	KWMTBOMO04518	KWMTBOMO04518	KWMTBOMO04518.mrna1						
Interval_3515	chr11	14022036	14022622	+	0		promoter-TSS (KWMTBOMO06745)	-promoter-TSS (KWMTBOMO06745)	-263	KWMTBOMO06745	KWMTBOMO06745	KWMTBOMO06745.mrna1						
Interval_33987	chr4	8171905	8172603	+	0		promoter-TSS (KWMTBOMO01926)	-promoter-TSS (KWMTBOMO01926)	-121	KWMTBOMO01926	KWMTBOMO01926	KWMTBOMO01926.mrna1						
Interval_30728	chr28	5100755	5101302	+	0		promoter-TSS (KWMTBOMO16308)	-promoter-TSS (KWMTBOMO16308)	-128	KWMTBOMO16308	KWMTBOMO16308	KWMTBOMO16308.mrna1						
Interval_14603	chr18	4122800	4124092	+	0		Intergenic	Intergenic	-4777	KWMTBOMO10826	KWMTBOMO10826	KWMTBOMO10826.mrna1						
Interval_22646	chr22	13138680	13140273	+	0		promoter-TSS (KWMTBOMO13304)	-promoter-TSS (KWMTBOMO13304)	-445	KWMTBOMO13304	KWMTBOMO13304	KWMTBOMO13304.mrna1						
Interval_8677	chr14	9864731	9865296	+	0		Intergenic	Intergenic	-76287	KWMTBOMO08467	KWMTBOMO08467	KWMTBOMO08467.mrna1						
Interval_1626	chr10	11656221	11657647	+	0		Intergenic	Intergenic	3758	KWMTBOMO05836	KWMTBOMO05836	KWMTBOMO05836.mrna1						
Interval_34810	chr4	15850107	15850628	+	0		intron (KWMTBOMO02276, intron 1 of 23)	-intron (KWMTBOMO02276, intron 1 of 23)	2551	KWMTBOMO02276	KWMTBOMO02276	KWMTBOMO02276.mrna1						
Interval_26202	chr24	14708254	14708949	+	0		Intergenic	Intergenic	50855	KWMTBOMO14768	KWMTBOMO14768	KWMTBOMO14768.mrna1						
Interval_11171	chr16	992294	993537	+	0		promoter-TSS (KWMTBOMO09424)	-promoter-TSS (KWMTBOMO09424)	-19	KWMTBOMO09424	KWMTBOMO09424	KWMTBOMO09424.mrna1						
Interval_34131	chr4	9519784	9520541	+	0		Intergenic	Intergenic	19146	KWMTBOMO01994	KWMTBOMO01994	KWMTBOMO01994.mrna1						
Interval_43038	chr9	8123071	8123713	+	0		exon (KWMTBOMO05108, exon 1 of 5)	-exon (KWMTBOMO05108, exon 1 of 5)	248	KWMTBOMO05108	KWMTBOMO05108	KWMTBOMO05108.mrna1						
Interval_13539	chr17	9982919	9983867	+	0		TTS (KWMTBOMO10394)	-TTS (KWMTBOMO10394)	1621	KWMTBOMO10394	KWMTBOMO10394	KWMTBOMO10394.mrna1						
Interval_15031	chr18	7894259	7895559	+	0		Intergenic	Intergenic	34393	KWMTBOMO10947	KWMTBOMO10947	KWMTBOMO10947.mrna1						
Interval_17588	chr2	823981	824609	+	0		promoter-TSS (KWMTBOMO00704)	-promoter-TSS (KWMTBOMO00704)	-60	KWMTBOMO00704	KWMTBOMO00704	KWMTBOMO00704.mrna1						
Interval_22270	chr22	8906038	8906862	+	0		intron (KWMTBOMO13128, intron 19 of 28)	-intron (KWMTBOMO13128, intron 19 of 28)	-3371	KWMTBOMO13129	KWMTBOMO13129	KWMTBOMO13129.mrna1						
Interval_36058	chr5	8388431	8389624	+	0		Intergenic	Intergenic	4903	KWMTBOMO02665	KWMTBOMO02665	KWMTBOMO02665.mrna1						
